	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP101161.1_CP101161.1_1112	CP101161.1	CP101161.1	1112	1069333	1070757	1	C	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; FAD binding domain [PF00890.27]; FAD dependent oxidoreductase [PF12831.10]; HI0933-like protein [PF03486.17]					0
CP101161.1_CP101161.1_1113	CP101161.1	CP101161.1	1113	1070826	1071290	-1	E															0
CP101161.1_CP101161.1_1114	CP101161.1	CP101161.1	1114	1071395	1072201	1	D										Prephenate dehydratase [PF00800.21]					0
CP101161.1_CP101161.1_1115	CP101161.1	CP101161.1	1115	1072472	1072846	-1	D										DCC1-like thiol-disulfide oxidoreductase [PF04134.15]					0
CP101161.1_CP101161.1_1116	CP101161.1	CP101161.1	1116	1072893	1073375	-1	D										Cupin [PF00190.25]; Auxin binding protein [PF02041.19]; Mannose-6-phosphate isomerase [PF01050.21]; EutQ-like cupin domain [PF05899.15]					0
CP101161.1_CP101161.1_1117	CP101161.1	CP101161.1	1117	1073407	1073877	-1	D										Auxin binding protein [PF02041.19]; Cupin [PF00190.25]; Mannose-6-phosphate isomerase [PF01050.21]; EutQ-like cupin domain [PF05899.15]					0
CP101161.1_CP101161.1_1118	CP101161.1	CP101161.1	1118	1074211	1075539	-1	D										Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I [PF02878.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III [PF02880.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II [PF02879.19]; Phosphoglucomutase/phosphomannomutase, C-terminal domain [PF00408.23]					0
CP101161.1_CP101161.1_1119	CP101161.1	CP101161.1	1119	1075562	1075696	-1	E															0
CP101161.1_CP101161.1_1120	CP101161.1	CP101161.1	1120	1075693	1075857	-1	E															0
CP101161.1_CP101161.1_1121	CP101161.1	CP101161.1	1121	1075944	1076648	1	C	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]								Ribose 5-phosphate isomerase A (phosphoriboisomerase A) [PF06026.17]					0
CP101161.1_CP101161.1_1122	CP101161.1	CP101161.1	1122	1076799	1076966	-1	D										Domain of unknown function (DUF1931) [PF09123.14]					0
CP101161.1_CP101161.1_1123	CP101161.1	CP101161.1	1123	1077070	1077936	1	C	K06898	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]								AIR carboxylase [PF00731.23]; Nickel insertion protein [PF01969.20]					0
CP101161.1_CP101161.1_1124	CP101161.1	CP101161.1	1124	1078253	1078498	1	C	K07461	putative endonuclease								GIY-YIG catalytic domain [PF01541.27]					0
CP101161.1_CP101161.1_1125	CP101161.1	CP101161.1	1125	1078525	1079244	1	E															0
CP101161.1_CP101161.1_1126	CP101161.1	CP101161.1	1126	1079276	1080283	1	C	K01170	tRNA-intron endonuclease, archaea type [EC:4.6.1.16]								tRNA intron endonuclease, catalytic C-terminal domain [PF01974.20]; tRNA intron endonuclease, N-terminal domain [PF02778.17]					0
CP101161.1_CP101161.1_1127	CP101161.1	CP101161.1	1127	1080284	1080928	-1	E															0
CP101161.1_CP101161.1_1128	CP101161.1	CP101161.1	1128	1080929	1081591	-1	E															0
CP101161.1_CP101161.1_1129	CP101161.1	CP101161.1	1129	1081600	1082406	-1	E															0
CP101161.1_CP101161.1_1130	CP101161.1	CP101161.1	1130	1082536	1083195	-1	D										Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08242.15]; Methyltransferase domain [PF08241.15]; Nodulation protein S (NodS) [PF05401.14]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase small domain [PF05175.17]					0
CP101161.1_CP101161.1_1131	CP101161.1	CP101161.1	1131	1083192	1083917	-1	D										Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF08242.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08241.15]; Methyltransferase small domain [PF05175.17]; Nodulation protein S (NodS) [PF05401.14]; Putative methyltransferase [PF02390.20]; Protein of unknown function (DUF1698) [PF08003.14]; Methionine biosynthesis protein MetW [PF07021.15]					0
CP101161.1_CP101161.1_1132	CP101161.1	CP101161.1	1132	1084191	1085786	1	C	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]								tRNA synthetases class I (W and Y) [PF00579.28]					0
CP101161.1_CP101161.1_1133	CP101161.1	CP101161.1	1133	1085817	1086980	1	D										FAD dependent oxidoreductase [PF01266.27]; FAD binding domain [PF01494.22]; FAD binding domain [PF00890.27]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]					0
CP101161.1_CP101161.1_1134	CP101161.1	CP101161.1	1134	1087216	1088736	1	C	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]								tRNA synthetases class II core domain (F) [PF01409.23]					0
CP101161.1_CP101161.1_1135	CP101161.1	CP101161.1	1135	1088736	1090442	1	C	K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]								Phenylalanyl tRNA synthetase beta chain CLM domain [PF17759.4]; tRNA synthetase B5 domain [PF03484.18]; B3/4 domain [PF03483.20]					0
CP101161.1_CP101161.1_1136	CP101161.1	CP101161.1	1136	1090581	1091633	-1	C	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]								Dihydroorotate dehydrogenase [PF01180.24]					0
CP101161.1_CP101161.1_1137	CP101161.1	CP101161.1	1137	1091688	1091885	-1	E															0
CP101161.1_CP101161.1_1138	CP101161.1	CP101161.1	1138	1092121	1092432	1	D										Non-histone chromosomal protein MC1 [PF05854.14]					0
CP101161.1_CP101161.1_1139	CP101161.1	CP101161.1	1139	1098436	1099641	1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.27]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.19]; Acyl-CoA dehydrogenase, middle domain [PF02770.22]					0
CP101161.1_CP101161.1_1140	CP101161.1	CP101161.1	1140	1099859	1100467	-1	D										Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Thiopurine S-methyltransferase (TPMT) [PF05724.14]; Tellurite resistance protein TehB [PF03848.17]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Nodulation protein S (NodS) [PF05401.14]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]; Mycolic acid cyclopropane synthetase [PF02353.23]; tRNA (Uracil-5-)-methyltransferase [PF05958.14]; Methyltransferase small domain [PF05175.17]; Methionine biosynthesis protein MetW [PF07021.15]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]					0
CP101161.1_CP101161.1_1141	CP101161.1	CP101161.1	1141	1100564	1103905	-1	D										HEAT repeats [PF13646.9]					0
CP101161.1_CP101161.1_1142	CP101161.1	CP101161.1	1142	1104139	1106712	1	D										Pentapeptide repeats (9 copies) [PF13576.9]; Ion channel [PF07885.19]; Pentapeptide repeats (9 copies) [PF13599.9]					0
CP101161.1_CP101161.1_1143	CP101161.1	CP101161.1	1143	1106754	1107188	1	D										Universal stress protein family [PF00582.29]					0
CP101161.1_CP101161.1_1144	CP101161.1	CP101161.1	1144	1107233	1107703	1	E															0
CP101161.1_CP101161.1_1145	CP101161.1	CP101161.1	1145	1107754	1108377	-1	D										Family of unknown function (DUF5806) [PF19122.3]					0
CP101161.1_CP101161.1_1146	CP101161.1	CP101161.1	1146	1108730	1109146	-1	C	K08982	putative membrane protein													0
CP101161.1_CP101161.1_1147	CP101161.1	CP101161.1	1147	1109175	1109570	1	D										Universal stress protein family [PF00582.29]					0
CP101161.1_CP101161.1_1148	CP101161.1	CP101161.1	1148	1109567	1110127	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]; FR47-like protein [PF08445.13]					0
CP101161.1_CP101161.1_1149	CP101161.1	CP101161.1	1149	1110147	1111424	-1	C	K01465	dihydroorotase [EC:3.5.2.3]	MER0054732	M38	MER0054732 - family M38 non-peptidase homologues (Halogeometricum borinquense) [M38.UNW]#M38#{peptidase unit: 28-415}~source GEBA2500155071~	True	0.714	559.0	5.447e-177	Amidohydrolase family [PF01979.23]; Amidohydrolase family [PF07969.14]					0
CP101161.1_CP101161.1_1150	CP101161.1	CP101161.1	1150	1111496	1111699	1	E															0
CP101161.1_CP101161.1_1151	CP101161.1	CP101161.1	1151	1111701	1112378	-1	C	K16869	octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]													0
CP101161.1_CP101161.1_1152	CP101161.1	CP101161.1	1152	1112430	1113269	1	E															0
CP101161.1_CP101161.1_1153	CP101161.1	CP101161.1	1153	1113320	1113631	-1	E															0
CP101161.1_CP101161.1_1154	CP101161.1	CP101161.1	1154	1113683	1114258	-1	C	K16937	thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]													0
CP101161.1_CP101161.1_1155	CP101161.1	CP101161.1	1155	1114459	1116207	-1	D										Helicase C-terminal domain [PF13307.9]					0
CP101161.1_CP101161.1_1156	CP101161.1	CP101161.1	1156	1116377	1117321	1	E															0
CP101161.1_CP101161.1_1157	CP101161.1	CP101161.1	1157	1117322	1117528	-1	E															0
CP101161.1_CP101161.1_1158	CP101161.1	CP101161.1	1158	1117570	1117785	-1	E															0
CP101161.1_CP101161.1_1159	CP101161.1	CP101161.1	1159	1117919	1118761	1	C	K06940	uncharacterized protein													0
CP101161.1_CP101161.1_1160	CP101161.1	CP101161.1	1160	1118787	1119704	1	D										NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; GDP-mannose 4,6 dehydratase [PF16363.8]					0
CP101161.1_CP101161.1_1161	CP101161.1	CP101161.1	1161	1119701	1120423	1	E															0
CP101161.1_CP101161.1_1162	CP101161.1	CP101161.1	1162	1120407	1120583	-1	D										Family of unknown function (DUF5786) [PF19099.3]					0
CP101161.1_CP101161.1_1163	CP101161.1	CP101161.1	1163	1120706	1121704	1	D										Family of unknown function (DUF5784) [PF19096.3]					0
CP101161.1_CP101161.1_1164	CP101161.1	CP101161.1	1164	1122125	1122412	-1	E															0
CP101161.1_CP101161.1_1165	CP101161.1	CP101161.1	1165	1122532	1123317	1	C	K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]								PHP domain [PF02811.22]					0
CP101161.1_CP101161.1_1166	CP101161.1	CP101161.1	1166	1123350	1123511	1	D										Family of unknown function (DUF6757) [PF20542.1]					0
CP101161.1_CP101161.1_1167	CP101161.1	CP101161.1	1167	1123548	1125605	-1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; Helix-hairpin-helix motif [PF12826.10]; Helix-hairpin-helix domain [PF14520.9]					0
CP101161.1_CP101161.1_1168	CP101161.1	CP101161.1	1168	1125652	1126170	-1	C	K05770	translocator protein								TspO/MBR family [PF03073.18]					0
CP101161.1_CP101161.1_1169	CP101161.1	CP101161.1	1169	1126209	1127315	-1	D										Aminotransferase class-V [PF00266.22]					0
CP101161.1_CP101161.1_1170	CP101161.1	CP101161.1	1170	1127415	1128608	-1	D										Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]					0
CP101161.1_CP101161.1_1171	CP101161.1	CP101161.1	1171	1128971	1130245	1	C	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; L-seryl-tRNA selenium transferase [PF03841.16]; Aminotransferase class-V [PF00266.22]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]; Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]					0
CP101161.1_CP101161.1_1172	CP101161.1	CP101161.1	1172	1130242	1131441	1	C	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	MER0058887	S33	MER0058887 - family S33 unassigned peptidases (Natronomonas pharaonis) [S33.UPW]#S33#{peptidase unit: 1-384}~source CAI48232~	True	0.833	648.0	2.218e-208	alpha/beta hydrolase fold [PF00561.23]; Serine aminopeptidase, S33 [PF12146.11]					0
CP101161.1_CP101161.1_1173	CP101161.1	CP101161.1	1173	1131517	1132809	1	C	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; Aminotransferase class-V [PF00266.22]; L-seryl-tRNA selenium transferase [PF03841.16]					0
CP101161.1_CP101161.1_1174	CP101161.1	CP101161.1	1174	1132839	1133057	-1	E															0
CP101161.1_CP101161.1_1175	CP101161.1	CP101161.1	1175	1133164	1133802	-1	C	K01079	phosphoserine phosphatase [EC:3.1.3.3]								haloacid dehalogenase-like hydrolase [PF12710.10]; haloacid dehalogenase-like hydrolase [PF00702.29]; Haloacid dehalogenase-like hydrolase [PF13419.9]; haloacid dehalogenase-like hydrolase [PF08282.15]; Putative Phosphatase [PF06888.15]					0
CP101161.1_CP101161.1_1176	CP101161.1	CP101161.1	1176	1133921	1136542	-1	C	K07003	uncharacterized protein								MMPL family [PF03176.18]; Patched family [PF02460.21]					0
CP101161.1_CP101161.1_1177	CP101161.1	CP101161.1	1177	1136779	1138371	1	C	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.22]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.33]; D-3-phosphoglycerate dehydrogenase intervening domain [PF19304.2]					0
CP101161.1_CP101161.1_1178	CP101161.1	CP101161.1	1178	1138338	1138658	-1	E															0
CP101161.1_CP101161.1_1179	CP101161.1	CP101161.1	1179	1138928	1141381	1	D			MER0058941	S09X	MER0058941 - family S9 unassigned peptidases (Natronomonas pharaonis) [S09.UPW]#S09X#{peptidase unit: 345-650}~source CAI50732~	False	0.643	389.0	8.611e-113	Esterase PHB depolymerase [PF10503.12]; Prolyl oligopeptidase family [PF00326.24]; Putative esterase [PF00756.23]; Phospholipase/Carboxylesterase [PF02230.19]; BD-FAE [PF20434.1]; Chlorophyllase enzyme [PF12740.10]; Serine aminopeptidase, S33 [PF12146.11]; Dienelactone hydrolase family [PF01738.21]; Abhydrolase family [PF12715.10]; Acetyl xylan esterase (AXE1) [PF05448.15]; Alpha/beta hydrolase family [PF12697.10]	CE1	CE1 acetyl xylan esterase (EC 3.1.1.72); cinnamoyl esterase (EC 3.1.1.-); feruloyl esterase (EC 3.1.1.73); carboxylesterase (EC 3.1.1.1); S-formylglutathione hydrolase (EC 3.1.2.12); diacylglycerol O-acyltransferase (EC 2.3.1.20); trehalose 6-O-mycolyltransferase (EC 2.3.1.122)	2.3.1.122,3.1.1.72,3.2.1.8,3.1.1.-,2.3.1.20	CE1.hmm	0
CP101161.1_CP101161.1_1180	CP101161.1	CP101161.1	1180	1141585	1143867	1	D			MER0058941	S09X	MER0058941 - family S9 unassigned peptidases (Natronomonas pharaonis) [S09.UPW]#S09X#{peptidase unit: 345-650}~source CAI50732~	True	0.666	398.0	1.479e-116	Prolyl oligopeptidase family [PF00326.24]; Esterase PHB depolymerase [PF10503.12]; Putative esterase [PF00756.23]; Phospholipase/Carboxylesterase [PF02230.19]; Dienelactone hydrolase family [PF01738.21]; alpha/beta hydrolase fold [PF07859.16]; Serine aminopeptidase, S33 [PF12146.11]					0
CP101161.1_CP101161.1_1181	CP101161.1	CP101161.1	1181	1143899	1145203	-1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
CP101161.1_CP101161.1_1182	CP101161.1	CP101161.1	1182	1145268	1145501	-1	E															0
CP101161.1_CP101161.1_1183	CP101161.1	CP101161.1	1183	1145560	1145784	1	E															0
CP101161.1_CP101161.1_1184	CP101161.1	CP101161.1	1184	1145883	1146227	-1	D										HxlR-like helix-turn-helix [PF01638.20]					0
CP101161.1_CP101161.1_1185	CP101161.1	CP101161.1	1185	1146357	1146476	1	E															0
CP101161.1_CP101161.1_1186	CP101161.1	CP101161.1	1186	1146473	1146853	-1	D										Sugar-specific transcriptional regulator TrmB [PF01978.22]; MarR family [PF12802.10]; Helix-turn-helix domain [PF12840.10]					0
CP101161.1_CP101161.1_1187	CP101161.1	CP101161.1	1187	1147006	1148835	1	C	K18353	vancomycin resistance protein VanJ								Endonuclease/Exonuclease/phosphatase family [PF03372.26]					0
CP101161.1_CP101161.1_1188	CP101161.1	CP101161.1	1188	1148919	1149392	1	D										Family of unknown function (DUF6789) [PF20587.1]					0
CP101161.1_CP101161.1_1189	CP101161.1	CP101161.1	1189	1149393	1149974	-1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]								NUDIX domain [PF00293.31]; Hydrolase of X-linked nucleoside diphosphate N terminal [PF12535.11]					0
CP101161.1_CP101161.1_1190	CP101161.1	CP101161.1	1190	1150006	1150896	-1	C	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]								Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain [PF02729.24]; Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain [PF00185.27]					0
CP101161.1_CP101161.1_1191	CP101161.1	CP101161.1	1191	1150893	1151990	-1	C	K05831	[amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]	MER0128419	M20A	MER0128419 - subfamily M20A unassigned peptidases (Halomicrobium mukohataei) [M20.UPA]#M20A#{peptidase unit: 9-351}~source GEBA2500519873~	True	0.709	504.0	3.832e-159	Peptidase family M20/M25/M40 [PF01546.31]					0
CP101161.1_CP101161.1_1192	CP101161.1	CP101161.1	1192	1151987	1153117	-1	C	K05830	[amino-group carrier protein]-gamma-(L-lysyl/L-ornithyl)-L-glutamate aminotransferase [EC:2.6.1.118 2.6.1.124]								Aminotransferase class-III [PF00202.24]					0
CP101161.1_CP101161.1_1193	CP101161.1	CP101161.1	1193	1153114	1153944	-1	C	K05828	[amino group carrier protein]-L-2-aminoadipate/L-glutamate 6-kinase [EC:2.7.2.17 2.7.2.19]								Amino acid kinase family [PF00696.31]					0
CP101161.1_CP101161.1_1194	CP101161.1	CP101161.1	1194	1153962	1154993	-1	C	K05829	[amino group carrier protein]-6-phospho-L-2-aminoadipate/5-phospho-L-glutamate reductase [EC:1.2.1.103 1.2.1.106]								Semialdehyde dehydrogenase, dimerisation domain [PF02774.21]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.27]					0
CP101161.1_CP101161.1_1195	CP101161.1	CP101161.1	1195	1154990	1155862	-1	C	K05827	[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]								RimK-like ATP-grasp domain [PF08443.14]; ATP-grasp domain [PF02655.17]; Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.20]; Prokaryotic glutathione synthetase, ATP-grasp domain [PF02955.19]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; ATP-grasp domain [PF02222.25]; D-ala D-ala ligase C-terminus [PF07478.16]; ATP-grasp domain [PF13549.9]; ATP-grasp domain [PF13535.9]					0
CP101161.1_CP101161.1_1196	CP101161.1	CP101161.1	1196	1155887	1156051	-1	C	K05826	alpha-aminoadipate/glutamate carrier protein LysW													0
CP101161.1_CP101161.1_1197	CP101161.1	CP101161.1	1197	1156250	1157701	-1	C	K01755	argininosuccinate lyase [EC:4.3.2.1]								Lyase [PF00206.23]; Argininosuccinate lyase C-terminal [PF14698.9]					0
CP101161.1_CP101161.1_1198	CP101161.1	CP101161.1	1198	1157706	1158947	-1	C	K01940	argininosuccinate synthase [EC:6.3.4.5]								Arginosuccinate synthase [PF00764.22]; tRNA methyl transferase HUP domain [PF03054.19]; NAD synthase [PF02540.20]; Queuosine biosynthesis protein QueC [PF06508.16]					0
