gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
CP058334.1_3409	64	Pfam	RNA polymerases N / 8 kDa subunit	2	58	2.4e-27	CP058334.1	3409
CP058334.1_3409	64	FunFam	DNA-directed RNA polymerase subunit N, putative	1	64	1.1e-31	CP058334.1	3409
CP058334.1_3057	415	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	345	402	2.9e-06	CP058334.1	3057
CP058334.1_9	305	Pfam	HhH-GPD superfamily base excision DNA repair protein	43	164	6.8e-16	CP058334.1	9
CP058334.1_955	68	Pfam	'Cold-shock' DNA-binding domain	3	67	3.4e-17	CP058334.1	955
CP058334.1_1570	216	Pfam	HTH DNA binding domain	160	212	6.6e-16	CP058334.1	1570
CP058334.1_835	84	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	74	2.13e-07	CP058334.1	835
CP058334.1_1424	401	Pfam	RNA polymerase Rpb1, domain 5	7	340	2.2e-54	CP058334.1	1424
CP058334.1_1424	401	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	34	391	1.65e-94	CP058334.1	1424
CP058334.1_1424	401	PANTHER	DNA-DIRECTED RNA POLYMERASE	34	388	2.3e-63	CP058334.1	1424
CP058334.1_1424	401	NCBIfam	DNA-directed RNA polymerase subunit A''	17	390	0	CP058334.1	1424
CP058334.1_1994	301	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	90	8.16e-20	CP058334.1	1994
CP058334.1_2962	223	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	174	219	1.48e-06	CP058334.1	2962
CP058334.1_2962	223	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	77	4.27e-24	CP058334.1	2962
CP058334.1_324	305	Pfam	HhH-GPD superfamily base excision DNA repair protein	133	282	2.2e-15	CP058334.1	324
CP058334.1_1638	64	Pfam	'Cold-shock' DNA-binding domain	3	63	1e-21	CP058334.1	1638
CP058334.1_230	775	PANTHER	ATP-DEPENDENT HELICASE HRQ1	3	773	0	CP058334.1	230
CP058334.1_230	775	Pfam	DEAD/DEAH box helicase	54	230	8.6e-24	CP058334.1	230
CP058334.1_230	775	Pfam	Helicase conserved C-terminal domain	293	402	3.9e-10	CP058334.1	230
CP058334.1_2721	118	Pfam	Double-stranded DNA-binding domain	13	116	4.1e-27	CP058334.1	2721
CP058334.1_2721	118	SUPERFAMILY	Double-stranded DNA-binding domain	13	115	8.63e-27	CP058334.1	2721
CP058334.1_2116	122	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	79	1.79e-06	CP058334.1	2116
CP058334.1_3372	888	PANTHER	DNA2/NAM7 HELICASE FAMILY MEMBER	512	885	1.5e-85	CP058334.1	3372
CP058334.1_3372	888	Pfam	DNA replication factor Dna2	41	214	5e-18	CP058334.1	3372
CP058334.1_1607	99	Gene3D	Jelly Rolls	2	97	9.5e-20	CP058334.1	1607
CP058334.1_2490	245	CDD	Endonuclease_V	17	238	2.71482e-77	CP058334.1	2490
CP058334.1_2490	245	PANTHER	ENDONUCLEASE V	49	238	2.3e-40	CP058334.1	2490
CP058334.1_2490	245	Pfam	Endonuclease V	48	236	1.6e-51	CP058334.1	2490
CP058334.1_836	167	Gene3D	Jelly Rolls	11	131	3.7e-22	CP058334.1	836
CP058334.1_1602	208	Pfam	HTH DNA binding domain	151	202	2.3e-19	CP058334.1	1602
CP058334.1_2770	268	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	96	2.51e-10	CP058334.1	2770
CP058334.1_1692	126	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	27	121	3.36e-11	CP058334.1	1692
CP058334.1_1708	724	Pfam	Helicase C-terminal domain	519	674	2.7e-30	CP058334.1	1708
CP058334.1_1708	724	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	9	674	4.6e-78	CP058334.1	1708
CP058334.1_1708	724	Gene3D	Bacterial XPD DNA helicase, FeS cluster domain	99	220	3.3e-62	CP058334.1	1708
CP058334.1_319	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	77	7.81e-13	CP058334.1	319
CP058334.1_3203	201	Pfam	HhH-GPD superfamily base excision DNA repair protein	37	170	9.3e-17	CP058334.1	3203
CP058334.1_1388	299	Pfam	Restriction endonuclease	20	120	1.7e-09	CP058334.1	1388
CP058334.1_2185	485	PRINTS	DNA repair protein radA signature	18	46	2e-07	CP058334.1	2185
CP058334.1_2185	485	PRINTS	DNA repair protein radA signature	57	74	2e-07	CP058334.1	2185
CP058334.1_636	487	SUPERFAMILY	DNA primase core	158	259	9.15e-11	CP058334.1	636
CP058334.1_636	487	PANTHER	DNA PRIMASE	9	262	1.4e-42	CP058334.1	636
CP058334.1_636	487	CDD	TOPRIM_primases	167	242	2.15282e-12	CP058334.1	636
CP058334.1_1983	439	SUPERFAMILY	Restriction endonuclease-like	8	128	1.61e-19	CP058334.1	1983
CP058334.1_1983	439	Pfam	Restriction endonuclease	5	122	3.2e-23	CP058334.1	1983
CP058334.1_2674	160	Gene3D	Jelly Rolls	3	126	1.6e-23	CP058334.1	2674
CP058334.1_1865	864	FunFam	DNA mismatch repair protein MutS	398	514	3.8e-42	CP058334.1	1865
CP058334.1_1865	864	NCBIfam	DNA mismatch repair protein MutS	18	860	0	CP058334.1	1865
CP058334.1_1865	864	SUPERFAMILY	DNA repair protein MutS, domain I	13	125	1.7e-34	CP058334.1	1865
CP058334.1_1865	864	SUPERFAMILY	DNA repair protein MutS, domain III	274	576	2.88e-83	CP058334.1	1865
CP058334.1_1865	864	Gene3D	DNA repair protein MutS, domain I	10	130	5.5e-38	CP058334.1	1865
CP058334.1_1865	864	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	53	803	0	CP058334.1	1865
CP058334.1_1865	864	SUPERFAMILY	DNA repair protein MutS, domain II	124	273	2.49e-27	CP058334.1	1865
CP058334.1_1092	175	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	89	3.45e-22	CP058334.1	1092
CP058334.1_2156	174	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	145	2.52e-18	CP058334.1	2156
CP058334.1_1215	798	Pfam	Helicase C-terminal domain	617	765	8.1e-25	CP058334.1	1215
CP058334.1_1215	798	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	26	764	3.9e-50	CP058334.1	1215
CP058334.1_2791	113	Gene3D	Jelly Rolls	10	110	4.6e-27	CP058334.1	2791
CP058334.1_2475	230	Pfam	HTH DNA binding domain	173	225	1e-19	CP058334.1	2475
CP058334.1_1631	954	Pfam	HTH DNA binding domain	888	939	4.3e-19	CP058334.1	1631
CP058334.1_1519	261	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	111	4.55e-16	CP058334.1	1519
CP058334.1_1649	217	Pfam	HTH DNA binding domain	156	207	2.3e-17	CP058334.1	1649
CP058334.1_1773	597	Pfam	CDC6, C terminal winged helix domain	494	573	6e-23	CP058334.1	1773
CP058334.1_1773	597	SMART	Cdc6_C_2	494	576	8.7e-34	CP058334.1	1773
CP058334.1_1773	597	CDD	Cdc6_C	487	572	8.77069e-32	CP058334.1	1773
CP058334.1_1773	597	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	478	584	3.13e-29	CP058334.1	1773
CP058334.1_1773	597	FunFam	ORC1-type DNA replication protein	385	477	7.3e-32	CP058334.1	1773
CP058334.1_1773	597	NCBIfam	orc1/cdc6 family replication initiation protein	303	565	2.8e-104	CP058334.1	1773
CP058334.1_3140	217	Pfam	HTH DNA binding domain	156	207	1e-18	CP058334.1	3140
CP058334.1_2222	334	FunFam	Replication factor C small subunit	242	334	3.9e-32	CP058334.1	2222
CP058334.1_2222	334	Pfam	Replication factor C C-terminal domain	243	328	4.3e-21	CP058334.1	2222
CP058334.1_2222	334	FunFam	Replication factor C subunit 2	19	176	1.6e-63	CP058334.1	2222
CP058334.1_2222	334	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	24	324	8.4e-93	CP058334.1	2222
CP058334.1_819	327	PANTHER	FLAP ENDONUCLEASE FAMILY MEMBER	8	298	5.8e-51	CP058334.1	819
CP058334.1_819	327	NCBIfam	flap endonuclease-1	1	326	2e-114	CP058334.1	819
CP058334.1_931	94	SUPERFAMILY	RBP11-like subunits of RNA polymerase	1	93	1.57e-18	CP058334.1	931
CP058334.1_931	94	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	12	88	5.2e-17	CP058334.1	931
CP058334.1_404	177	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	45	138	1.33e-10	CP058334.1	404
CP058334.1_1428	76	SUPERFAMILY	RPB5-like RNA polymerase subunit	1	75	1.12e-19	CP058334.1	1428
CP058334.1_1428	76	Pfam	RNA polymerase Rpb5, C-terminal domain	2	74	9.7e-24	CP058334.1	1428
CP058334.1_409	217	Pfam	HTH DNA binding domain	161	212	6.6e-19	CP058334.1	409
CP058334.1_3141	261	Pfam	HTH DNA binding domain	203	254	7e-18	CP058334.1	3141
CP058334.1_3141	261	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	203	254	3.74e-06	CP058334.1	3141
CP058334.1_2146	178	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	71	153	4.85e-12	CP058334.1	2146
CP058334.1_97	258	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	81	2.41e-13	CP058334.1	97
CP058334.1_2613	246	Pfam	HNH endonuclease	189	234	3.9e-07	CP058334.1	2613
CP058334.1_290	87	Pfam	'Cold-shock' DNA-binding domain	26	86	2.6e-19	CP058334.1	290
CP058334.1_2085	236	Pfam	HTH DNA binding domain	172	222	3.8e-13	CP058334.1	2085
CP058334.1_348	660	PANTHER	RAD25/XP-B DNA REPAIR HELICASE	174	616	2.6e-90	CP058334.1	348
CP058334.1_348	660	Pfam	ERCC3/RAD25/XPB C-terminal helicase	439	617	1.1e-28	CP058334.1	348
CP058334.1_770	223	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	63	1.51e-14	CP058334.1	770
CP058334.1_770	223	Pfam	Iron dependent repressor, N-terminal DNA binding domain	1	61	2.5e-17	CP058334.1	770
CP058334.1_2834	280	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	98	6.07e-12	CP058334.1	2834
CP058334.1_1907	938	SUPERFAMILY	DNA repair protein MutS, domain III	321	621	1.44e-66	CP058334.1	1907
CP058334.1_1907	938	Gene3D	DNA repair protein MutS, domain I	57	170	7.5e-28	CP058334.1	1907
CP058334.1_1907	938	SUPERFAMILY	DNA repair protein MutS, domain II	170	334	8.76e-28	CP058334.1	1907
CP058334.1_1907	938	SUPERFAMILY	DNA repair protein MutS, domain I	65	165	2.22e-25	CP058334.1	1907
CP058334.1_1907	938	NCBIfam	DNA mismatch repair protein MutS	68	857	7.3e-253	CP058334.1	1907
CP058334.1_1907	938	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	100	862	1.1e-156	CP058334.1	1907
CP058334.1_174	196	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	62	2.01e-15	CP058334.1	174
CP058334.1_2112	256	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	79	4.37e-11	CP058334.1	2112
CP058334.1_1118	273	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	26	252	1.3e-52	CP058334.1	1118
CP058334.1_1118	273	Pfam	HhH-GPD superfamily base excision DNA repair protein	57	208	5.1e-19	CP058334.1	1118
CP058334.1_1978	182	Gene3D	Jelly Rolls	10	136	2.5e-22	CP058334.1	1978
CP058334.1_2143	244	Pfam	HTH DNA binding domain	161	212	1.8e-20	CP058334.1	2143
CP058334.1_2538	212	Pfam	HTH DNA binding domain	156	207	6.2e-16	CP058334.1	2538
CP058334.1_1974	240	Pfam	Endonuclease NucS	3	79	1.8e-07	CP058334.1	1974
CP058334.1_1735	508	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	415	485	2.46e-15	CP058334.1	1735
CP058334.1_1735	508	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	346	412	5.45e-11	CP058334.1	1735
CP058334.1_252	220	Pfam	HTH DNA binding domain	161	210	4.7e-16	CP058334.1	252
CP058334.1_2650	887	NCBIfam	DNA double-strand break repair ATPase Rad50	1	881	0	CP058334.1	2650
CP058334.1_101	137	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	53	1.66e-13	CP058334.1	101
CP058334.1_249	393	Pfam	DNA primase small subunit	99	321	1.2e-21	CP058334.1	249
CP058334.1_249	393	PANTHER	DNA PRIMASE SMALL SUBUNIT	28	342	4.5e-29	CP058334.1	249
CP058334.1_249	393	Gene3D	DNA primase, PRIM domain	1	391	9.9e-69	CP058334.1	249
CP058334.1_1877	585	Pfam	Helicase C-terminal domain	368	524	2.1e-23	CP058334.1	1877
CP058334.1_1877	585	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	219	527	1e-34	CP058334.1	1877
CP058334.1_2369	581	SUPERFAMILY	DNA polymerase beta, N-terminal domain-like	3	88	6.28e-14	CP058334.1	2369
CP058334.1_2369	581	Gene3D	Beta Polymerase, domain 2	158	261	2.6e-27	CP058334.1	2369
CP058334.1_2369	581	Gene3D	DNA polymerase, thumb domain	262	338	4.8e-23	CP058334.1	2369
CP058334.1_2369	581	Pfam	DNA polymerase beta thumb	255	327	2.6e-18	CP058334.1	2369
CP058334.1_2369	581	PRINTS	DNA-polymerase family X pol beta-like signature	61	78	1.5e-06	CP058334.1	2369
CP058334.1_2369	581	PRINTS	DNA-polymerase family X pol beta-like signature	240	248	1.5e-06	CP058334.1	2369
CP058334.1_2369	581	PRINTS	DNA-polymerase family X pol beta-like signature	255	262	1.5e-06	CP058334.1	2369
CP058334.1_2369	581	PRINTS	DNA-polymerase family X pol beta-like signature	309	326	1.5e-06	CP058334.1	2369
CP058334.1_769	209	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	23	127	3.32e-17	CP058334.1	769
CP058334.1_1102	254	Pfam	HTH DNA binding domain	176	227	4.6e-20	CP058334.1	1102
CP058334.1_2393	229	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	103	1.25e-15	CP058334.1	2393
CP058334.1_745	309	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	43	7.58e-07	CP058334.1	745
CP058334.1_1159	65	SUPERFAMILY	RNA polymerase subunits	3	65	2.62e-19	CP058334.1	1159
CP058334.1_959	551	Gene3D	Endonuclease Chain A	355	509	7.5e-28	CP058334.1	959
CP058334.1_959	551	Gene3D	Endonuclease Chain A	178	319	1.3e-18	CP058334.1	959
CP058334.1_3300	45	Gene3D	RNA polymerase ii, chain L	9	42	1.9e-06	CP058334.1	3300
CP058334.1_2287	44	Gene3D	RNA polymerase ii, chain L	1	43	2e-14	CP058334.1	2287
CP058334.1_2287	44	SUPERFAMILY	RNA polymerase subunits	1	42	7.85e-14	CP058334.1	2287
CP058334.1_2287	44	Pfam	DNA directed RNA polymerase, 7 kDa subunit	3	34	7.9e-09	CP058334.1	2287
CP058334.1_2645	87	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	83	6.83e-11	CP058334.1	2645
CP058334.1_1577	214	Pfam	HTH DNA binding domain	157	208	1e-21	CP058334.1	1577
CP058334.1_1453	243	Pfam	HTH DNA binding domain	186	237	5e-21	CP058334.1	1453
CP058334.1_2336	120	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	30	112	5.56e-23	CP058334.1	2336
CP058334.1_1624	220	Pfam	HTH DNA binding domain	150	202	1e-16	CP058334.1	1624
CP058334.1_1230	319	SUPERFAMILY	lambda repressor-like DNA-binding domains	129	183	4.56e-09	CP058334.1	1230
CP058334.1_1427	521	PANTHER	DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2	6	506	2.9e-95	CP058334.1	1427
CP058334.1_1427	521	Pfam	RNA polymerase Rpb2, domain 2	178	354	7.2e-26	CP058334.1	1427
CP058334.1_1427	521	Pfam	RNA polymerase Rpb2, domain 3	422	483	9.4e-25	CP058334.1	1427
CP058334.1_1427	521	Pfam	RNA polymerase beta subunit	19	401	1.9e-50	CP058334.1	1427
CP058334.1_1427	521	Gene3D	RNA polymerase Rpb2, domain 2	182	340	6.1e-37	CP058334.1	1427
CP058334.1_1427	521	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	6	514	3.36e-120	CP058334.1	1427
CP058334.1_1833	171	SUPERFAMILY	Restriction endonuclease-like	10	138	8.45e-31	CP058334.1	1833
CP058334.1_2400	298	SUPERFAMILY	lambda repressor-like DNA-binding domains	17	54	2.22e-06	CP058334.1	2400
CP058334.1_2503	825	Pfam	Helicase conserved C-terminal domain	368	473	3.5e-22	CP058334.1	2503
CP058334.1_2503	825	SUPERFAMILY	Restriction endonuclease-like	607	739	4.29e-28	CP058334.1	2503
CP058334.1_2503	825	Pfam	DEAD/DEAH box helicase	26	178	2.6e-15	CP058334.1	2503
CP058334.1_2503	825	Gene3D	hef helicase domain	225	347	6.1e-33	CP058334.1	2503
CP058334.1_2980	703	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	110	664	0	CP058334.1	2980
CP058334.1_2470	200	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	36	109	1.2e-08	CP058334.1	2470
CP058334.1_2470	200	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	105	160	5.15e-08	CP058334.1	2470
CP058334.1_3049	128	Gene3D	Jelly Rolls	18	128	3.7e-13	CP058334.1	3049
CP058334.1_3187	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	87	8.71e-11	CP058334.1	3187
CP058334.1_1006	89	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	87	2.62e-13	CP058334.1	1006
CP058334.1_2480	92	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	92	1.03e-12	CP058334.1	2480
CP058334.1_1465	513	SUPERFAMILY	Restriction endonuclease-like	321	438	1.34e-07	CP058334.1	1465
CP058334.1_1465	513	Pfam	Restriction endonuclease	346	437	1.2e-07	CP058334.1	1465
CP058334.1_1906	81	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	72	5.35e-10	CP058334.1	1906
CP058334.1_2764	601	Pfam	Helicase HerA, central domain	222	337	1.9e-07	CP058334.1	2764
CP058334.1_3294	155	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	65	127	2.42e-12	CP058334.1	3294
CP058334.1_3044	246	Pfam	HTH DNA binding domain	176	228	7.4e-21	CP058334.1	3044
CP058334.1_25	131	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	119	1.69e-27	CP058334.1	25
CP058334.1_1425	984	Pfam	RNA polymerase Rpb1, domain 5	853	918	1.6e-26	CP058334.1	1425
CP058334.1_1425	984	PANTHER	DNA-DIRECTED RNA POLYMERASE	13	938	0	CP058334.1	1425
CP058334.1_1425	984	Pfam	RNA polymerase Rpb1, domain 2	394	560	1.2e-67	CP058334.1	1425
CP058334.1_1425	984	FunFam	DNA-directed RNA polymerase II subunit RPB1	468	567	4.4e-39	CP058334.1	1425
CP058334.1_1425	984	Pfam	RNA polymerase Rpb1, domain 1	7	392	1.8e-109	CP058334.1	1425
CP058334.1_1425	984	Gene3D	RNA polymerase II, clamp domain	1	123	3.6e-32	CP058334.1	1425
CP058334.1_1425	984	Gene3D	RNA polymerase II, clamp domain	308	357	2.7e-06	CP058334.1	1425
CP058334.1_1425	984	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	6	945	0	CP058334.1	1425
CP058334.1_1425	984	NCBIfam	DNA-directed RNA polymerase subunit A'	248	933	0	CP058334.1	1425
CP058334.1_1425	984	Gene3D	RNA polymerase Rpb1, domain 3	568	715	8.8e-29	CP058334.1	1425
CP058334.1_1425	984	Pfam	RNA polymerase Rpb1, domain 4	741	846	1.9e-32	CP058334.1	1425
CP058334.1_1425	984	Pfam	RNA polymerase Rpb1, domain 3	563	714	2.3e-29	CP058334.1	1425
CP058334.1_1425	984	Gene3D	RNA polymerase ii	427	487	5.1e-78	CP058334.1	1425
CP058334.1_1986	275	PANTHER	ENDONUCLEASE NUCS	63	272	1.7e-65	CP058334.1	1986
CP058334.1_1986	275	Pfam	Endonuclease NucS	61	272	4.7e-64	CP058334.1	1986
CP058334.1_1207	422	PANTHER	DNA REPAIR PROTEIN	19	419	0	CP058334.1	1207
CP058334.1_1207	422	NCBIfam	DNA repair protein NreA	1	419	0	CP058334.1	1207
CP058334.1_2204	503	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	90	8.97e-10	CP058334.1	2204
CP058334.1_1759	84	SUPERFAMILY	GIY-YIG endonuclease	4	75	3.14e-15	CP058334.1	1759
CP058334.1_2614	145	Pfam	Iron dependent repressor, N-terminal DNA binding domain	3	59	6.5e-17	CP058334.1	2614
CP058334.1_2614	145	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	126	1.16e-11	CP058334.1	2614
CP058334.1_2215	332	Pfam	Replication factor C C-terminal domain	247	328	3.8e-09	CP058334.1	2215
CP058334.1_2215	332	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	18	292	1.6e-39	CP058334.1	2215
CP058334.1_2215	332	Pfam	DNA polymerase III, delta subunit	38	177	1.7e-09	CP058334.1	2215
CP058334.1_1177	265	Pfam	HNH endonuclease	198	251	5.9e-06	CP058334.1	1177
CP058334.1_1205	264	Pfam	PD-(D/E)XK endonuclease	1	130	2.8e-32	CP058334.1	1205
CP058334.1_1205	264	Pfam	PD-(D/E)XK endonuclease	207	258	2.8e-06	CP058334.1	1205
CP058334.1_797	133	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	23	100	8.27e-13	CP058334.1	797
CP058334.1_1820	273	Pfam	Homing endonuclease associated repeat	7	57	3.8e-10	CP058334.1	1820
CP058334.1_32	235	Pfam	HTH DNA binding domain	167	218	5.9e-14	CP058334.1	32
CP058334.1_3313	550	SUPERFAMILY	ATP-dependent DNA ligase DNA-binding domain	2	238	5.89e-56	CP058334.1	3313
CP058334.1_1825	351	PANTHER	DNA PRIMASE LARGE SUBUNIT	95	277	5.9e-09	CP058334.1	1825
CP058334.1_1825	351	Pfam	Eukaryotic and archaeal DNA primase, large subunit	141	335	7.6e-20	CP058334.1	1825
CP058334.1_870	138	PANTHER	ENDONUCLEASE III	4	133	7.5e-30	CP058334.1	870
CP058334.1_2733	215	Pfam	HTH DNA binding domain	159	210	2.3e-18	CP058334.1	2733
CP058334.1_3095	423	Pfam	Putative transposase DNA-binding domain	297	366	7.4e-24	CP058334.1	3095
CP058334.1_3095	423	NCBIfam	RNA-guided endonuclease TnpB family protein	136	366	2e-36	CP058334.1	3095
CP058334.1_2110	178	Gene3D	Jelly Rolls	15	173	1.3e-10	CP058334.1	2110
CP058334.1_1546	252	Pfam	Endonuclease/Exonuclease/phosphatase family	7	242	7.1e-19	CP058334.1	1546
CP058334.1_1546	252	Gene3D	Endonuclease/exonuclease/phosphatase	1	252	2.8e-80	CP058334.1	1546
CP058334.1_1713	614	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	9	575	1.2e-55	CP058334.1	1713
CP058334.1_1713	614	Pfam	UvrD/REP helicase N-terminal domain	11	274	1.9e-22	CP058334.1	1713
CP058334.1_1713	614	Pfam	UvrD-like helicase C-terminal domain	492	571	4.9e-09	CP058334.1	1713
CP058334.1_1200	1221	FunFam	DNA helicase	126	175	4e-10	CP058334.1	1200
CP058334.1_1200	1221	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	5	1194	0	CP058334.1	1200
CP058334.1_1200	1221	FunFam	DNA replication licensing factor (Mcm)	1137	1221	6.2e-29	CP058334.1	1200
CP058334.1_1200	1221	SUPERFAMILY	Homing endonucleases	647	728	1.36e-09	CP058334.1	1200
CP058334.1_1200	1221	Gene3D	Homing endonucleases	562	729	6.1e-29	CP058334.1	1200
CP058334.1_1846	977	Pfam	UvrA DNA-binding domain	312	417	4.1e-30	CP058334.1	1846
CP058334.1_3064	226	Gene3D	Beta Polymerase, domain 2	113	222	2e-12	CP058334.1	3064
CP058334.1_3064	226	Pfam	Polymerase beta, Nucleotidyltransferase	126	175	1.9e-07	CP058334.1	3064
CP058334.1_3064	226	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	35	95	2.88e-06	CP058334.1	3064
CP058334.1_1985	117	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	21	116	3.91e-26	CP058334.1	1985
CP058334.1_1160	189	PANTHER	DNA-DIRECTED RNA POLYMERASE II, III	1	150	9.7e-18	CP058334.1	1160
CP058334.1_1160	189	NCBIfam	DNA-directed RNA polymerase	1	179	6.1e-58	CP058334.1	1160
CP058334.1_1779	1200	PANTHER	DNA POLYMERASE II LARGE SUBUNIT	6	1200	0	CP058334.1	1779
CP058334.1_1779	1200	Pfam	DNA polymerase II large subunit DP2	8	950	0	CP058334.1	1779
CP058334.1_1779	1200	NCBIfam	DNA polymerase II large subunit	7	1199	0	CP058334.1	1779
CP058334.1_2914	233	PRINTS	DNA repair protein radA signature	14	42	1.9e-06	CP058334.1	2914
CP058334.1_2914	233	PRINTS	DNA repair protein radA signature	200	226	1.9e-06	CP058334.1	2914
CP058334.1_2914	233	NCBIfam	DNA repair and recombination protein RadB	12	227	1.3e-77	CP058334.1	2914
CP058334.1_2816	125	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	115	1.09e-07	CP058334.1	2816
CP058334.1_1121	108	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	105	1.7e-17	CP058334.1	1121
CP058334.1_1121	108	Pfam	RNA polymerases M/15 Kd subunit	1	27	1.4e-06	CP058334.1	1121
CP058334.1_850	409	Pfam	Putative transposase DNA-binding domain	293	361	8.8e-22	CP058334.1	850
CP058334.1_850	409	NCBIfam	RNA-guided endonuclease TnpB family protein	5	361	3.9e-87	CP058334.1	850
CP058334.1_2045	111	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	109	6.62e-32	CP058334.1	2045
CP058334.1_2203	620	SUPERFAMILY	Putative DNA-binding domain	289	413	1.28e-11	CP058334.1	2203
CP058334.1_2203	620	SUPERFAMILY	Putative DNA-binding domain	5	74	2.2e-08	CP058334.1	2203
CP058334.1_3334	234	SUPERFAMILY	lambda repressor-like DNA-binding domains	20	74	1.88e-09	CP058334.1	3334
CP058334.1_2992	216	Pfam	HTH DNA binding domain	160	211	5.7e-20	CP058334.1	2992
CP058334.1_2649	464	NCBIfam	DNA double-strand break repair protein Mre11	1	380	0	CP058334.1	2649
CP058334.1_1252	309	FunFam	Replication protein A	67	168	6.3e-35	CP058334.1	1252
